,DATE,PRISOMRÅDE,VOLUM_KWH
726,2021-01-31,NO2,193852769.863
727,2021-01-31,NO3,69573587.598
728,2021-01-31,NO4,94789968.70899999
729,2021-01-31,NO5,115327335.466
730,2021-02-01,NO1,60926630.682000004
731,2021-02-01,NO2,203004661.223
732,2021-02-01,NO3,74092541.171
733,2021-02-01,NO4,92638018.009
734,2021-02-01,NO5,132242092.375
735,2021-02-02,NO1,61478475.097
736,2021-02-02,NO2,208203152.48
737,2021-02-02,NO3,71924330.885
738,2021-02-02,NO4,96785773.979
739,2021-02-02,NO5,139249142.856
740,2021-02-03,NO1,60163356.625
741,2021-02-03,NO2,199232307.955
742,2021-02-03,NO3,79272232.079
743,2021-02-03,NO4,96528277.25299999
744,2021-02-03,NO5,117683793.58
745,2021-02-04,NO1,61717695.640999995
746,2021-02-04,NO2,204215463.973
747,2021-02-04,NO3,60888745.374000005
748,2021-02-04,NO4,91442259.161
749,2021-02-04,NO5,128364065.391
750,2021-02-05,NO1,62041643.181
751,2021-02-05,NO2,221617423.8
752,2021-02-05,NO3,57336099.231
753,2021-02-05,NO4,90543781.367
754,2021-02-05,NO5,132235493.391
755,2021-02-06,NO1,56055037.405
756,2021-02-06,NO2,173912626.635
757,2021-02-06,NO3,54863346.475999996
758,2021-02-06,NO4,87428282.676
759,2021-02-06,NO5,105269917.062
760,2021-02-07,NO1,53535226.269
761,2021-02-07,NO2,159092082.759
762,2021-02-07,NO3,50754973.664000005
763,2021-02-07,NO4,93012789.476
764,2021-02-07,NO5,94295094.242
765,2021-02-08,NO1,57659347.256
766,2021-02-08,NO2,208480602.45
767,2021-02-08,NO3,63537505.361
768,2021-02-08,NO4,94989787.971
769,2021-02-08,NO5,130916909.106
770,2021-02-09,NO1,58340308.791999996
771,2021-02-09,NO2,220840891.239
772,2021-02-09,NO3,71176728.429
773,2021-02-09,NO4,96404388.72
774,2021-02-09,NO5,138499010.886
775,2021-02-10,NO1,60064223.08
776,2021-02-10,NO2,214822475.788
777,2021-02-10,NO3,71166171.263
778,2021-02-10,NO4,92232251.97399999
779,2021-02-10,NO5,141727805.13099998
780,2021-02-11,NO1,59786892.879
781,2021-02-11,NO2,220545313.422
782,2021-02-11,NO3,57872605.498
783,2021-02-11,NO4,88758831.31199999
784,2021-02-11,NO5,143310354.731
785,2021-02-12,NO1,57855318.742
786,2021-02-12,NO2,206405061.92000002
787,2021-02-12,NO3,64765161.795
788,2021-02-12,NO4,89528913.461
789,2021-02-12,NO5,140856888.053
790,2021-02-13,NO1,54114619.948
791,2021-02-13,NO2,196793010.57999998
792,2021-02-13,NO3,75184018.276
793,2021-02-13,NO4,88693530.947
794,2021-02-13,NO5,121136564.696
795,2021-02-14,NO1,47066736.95
796,2021-02-14,NO2,198976502.695
797,2021-02-14,NO3,71602459.973
798,2021-02-14,NO4,93427623.04699999
799,2021-02-14,NO5,100273455.547
800,2021-02-15,NO1,54475308.587
801,2021-02-15,NO2,214221366.514
802,2021-02-15,NO3,65437098.587
803,2021-02-15,NO4,90699079.144
804,2021-02-15,NO5,121164609.073
805,2021-02-16,NO1,53873384.657
806,2021-02-16,NO2,220793942.437
807,2021-02-16,NO3,82130316.691
808,2021-02-16,NO4,94556179.88599999
809,2021-02-16,NO5,125595400.809
810,2021-02-17,NO1,52974320.701
811,2021-02-17,NO2,216844677.593
812,2021-02-17,NO3,84442852.887
813,2021-02-17,NO4,97319465.198
814,2021-02-17,NO5,115930347.93
815,2021-02-18,NO1,50530007.589999996
816,2021-02-18,NO2,211106803.455
817,2021-02-18,NO3,78405611.706
818,2021-02-18,NO4,95744992.124
819,2021-02-18,NO5,115672583.893
820,2021-02-19,NO1,50306539.977
821,2021-02-19,NO2,199658173.924
822,2021-02-19,NO3,80850168.838
823,2021-02-19,NO4,102469198.812
824,2021-02-19,NO5,117004649.533
825,2021-02-20,NO1,41286311.801
826,2021-02-20,NO2,145890264.762
827,2021-02-20,NO3,64151406.558
828,2021-02-20,NO4,98437007.101
829,2021-02-20,NO5,67058644.282
830,2021-02-21,NO1,44460636.51
831,2021-02-21,NO2,143075007.48
832,2021-02-21,NO3,66282132.91
833,2021-02-21,NO4,87849672.99
834,2021-02-21,NO5,80541824.214
835,2021-02-22,NO1,53731374.508
836,2021-02-22,NO2,206431695.005
837,2021-02-22,NO3,78701653.15100001
838,2021-02-22,NO4,99944945.493
839,2021-02-22,NO5,111806485.358
840,2021-02-23,NO1,54508611.135
841,2021-02-23,NO2,197407455.67
842,2021-02-23,NO3,80499029.687
843,2021-02-23,NO4,96433745.043
844,2021-02-23,NO5,106315725.965
845,2021-02-24,NO1,51084102.214
846,2021-02-24,NO2,140900947.716
847,2021-02-24,NO3,72235222.672
848,2021-02-24,NO4,80627248.237
849,2021-02-24,NO5,67592195.137
850,2021-02-25,NO1,53358402.322000004
851,2021-02-25,NO2,143186837.608
852,2021-02-25,NO3,68402160.907
853,2021-02-25,NO4,74928158.368
854,2021-02-25,NO5,76468247.928
855,2021-02-26,NO1,55252028.285
856,2021-02-26,NO2,136776757.872
857,2021-02-26,NO3,60975874.152
858,2021-02-26,NO4,64494631.171
859,2021-02-26,NO5,72895335.07699999
860,2021-02-27,NO1,57590113.831
861,2021-02-27,NO2,153871326.343
862,2021-02-27,NO3,71335701.763
863,2021-02-27,NO4,59456581.495
864,2021-02-27,NO5,90319722.561
865,2021-02-28,NO1,57301553.743
866,2021-02-28,NO2,146473197.435
867,2021-02-28,NO3,69809953.365
868,2021-02-28,NO4,50994581.151
869,2021-02-28,NO5,89166280.022
870,2021-03-01,NO1,55932496.869
871,2021-03-01,NO2,192412898.81599998
872,2021-03-01,NO3,65263354.187
873,2021-03-01,NO4,56765431.626
874,2021-03-01,NO5,109921201.891
875,2021-03-02,NO1,54286292.03
876,2021-03-02,NO2,195719795.043
877,2021-03-02,NO3,64777524.805
878,2021-03-02,NO4,74043786.356
879,2021-03-02,NO5,110480604.451
880,2021-03-03,NO1,56248884.691
881,2021-03-03,NO2,208337129.894
882,2021-03-03,NO3,68771857.247
883,2021-03-03,NO4,66675736.123
884,2021-03-03,NO5,115646490.69500001
885,2021-03-04,NO1,57801593.052
886,2021-03-04,NO2,205790947.393
887,2021-03-04,NO3,56491097.111
888,2021-03-04,NO4,75584055.921
889,2021-03-04,NO5,111365272.341
890,2021-03-05,NO1,56294226.832
891,2021-03-05,NO2,212360143.868
892,2021-03-05,NO3,66960031.142
893,2021-03-05,NO4,80598356.143
894,2021-03-05,NO5,111175981.775
895,2021-03-06,NO1,51439051.14
896,2021-03-06,NO2,169879848.583
897,2021-03-06,NO3,69718334.366
898,2021-03-06,NO4,53510601.402
899,2021-03-06,NO5,74883915.782
900,2021-03-07,NO1,50947185.767
901,2021-03-07,NO2,165292429.349
902,2021-03-07,NO3,44581076.168
903,2021-03-07,NO4,52910468.76
904,2021-03-07,NO5,79796752.589
905,2021-03-08,NO1,56159078.66
906,2021-03-08,NO2,209336434.87
907,2021-03-08,NO3,71909594.277
908,2021-03-08,NO4,84139246.997
909,2021-03-08,NO5,122594150.688
910,2021-03-09,NO1,56045862.371
911,2021-03-09,NO2,207889907.2
912,2021-03-09,NO3,64072121.717
913,2021-03-09,NO4,95890625.102
914,2021-03-09,NO5,118586662.029
915,2021-03-10,NO1,50992144.005
916,2021-03-10,NO2,202650928.018
917,2021-03-10,NO3,77087595.275
918,2021-03-10,NO4,77526013.304
919,2021-03-10,NO5,99821374.864
920,2021-03-11,NO1,49560534.876
921,2021-03-11,NO2,140310027.99
922,2021-03-11,NO3,67847033.337
923,2021-03-11,NO4,61075317.03
924,2021-03-11,NO5,73782993.311
925,2021-03-12,NO1,44755021.224
926,2021-03-12,NO2,126268594.339
927,2021-03-12,NO3,57040435.097
928,2021-03-12,NO4,84874921.057
929,2021-03-12,NO5,71607024.2
930,2021-03-13,NO1,42747023.554
931,2021-03-13,NO2,106468259.25
932,2021-03-13,NO3,49259299.434
933,2021-03-13,NO4,84305961.555
934,2021-03-13,NO5,68592579.34
935,2021-03-14,NO1,45034260.303
936,2021-03-14,NO2,115272274.135
937,2021-03-14,NO3,50886437.11
938,2021-03-14,NO4,84671152.942
939,2021-03-14,NO5,66395036.43
940,2021-03-15,NO1,53497616.982
941,2021-03-15,NO2,185921801.947
942,2021-03-15,NO3,61648551.926
943,2021-03-15,NO4,88662397.17
944,2021-03-15,NO5,100553388.721
945,2021-03-16,NO1,52459926.716
946,2021-03-16,NO2,205377415.463
947,2021-03-16,NO3,58469129.367
948,2021-03-16,NO4,93240685.421
949,2021-03-16,NO5,111467352.22
950,2021-03-17,NO1,51653211.499
951,2021-03-17,NO2,202786833.06
952,2021-03-17,NO3,58093939.289
953,2021-03-17,NO4,96752823.266
954,2021-03-17,NO5,119290477.86
955,2021-03-18,NO1,50927032.531
956,2021-03-18,NO2,196058836.067
957,2021-03-18,NO3,59819817.746
958,2021-03-18,NO4,97632478.603
959,2021-03-18,NO5,108534726.998
960,2021-03-19,NO1,49165595.606
961,2021-03-19,NO2,189470354.351
962,2021-03-19,NO3,66253610.201
963,2021-03-19,NO4,90322710.91
964,2021-03-19,NO5,95207379.976
965,2021-03-20,NO1,47138326.431
966,2021-03-20,NO2,150839540.993
967,2021-03-20,NO3,64816235.815
968,2021-03-20,NO4,61233756.179
969,2021-03-20,NO5,77871334.177
970,2021-03-21,NO1,45496282.551
971,2021-03-21,NO2,133400987.736
972,2021-03-21,NO3,58780673.184
973,2021-03-21,NO4,59864985.159
974,2021-03-21,NO5,63822797.752000004
975,2021-03-22,NO1,47629079.375
976,2021-03-22,NO2,188891862.721
977,2021-03-22,NO3,80080931.832
978,2021-03-22,NO4,80037219.63
979,2021-03-22,NO5,95403915.457
980,2021-03-23,NO1,47187643.526
981,2021-03-23,NO2,173968832.406
982,2021-03-23,NO3,71742955.724
983,2021-03-23,NO4,65877982.475999996
984,2021-03-23,NO5,87127092.289
985,2021-03-24,NO1,48954817.138
986,2021-03-24,NO2,163849333.872
987,2021-03-24,NO3,71401167.388
988,2021-03-24,NO4,53561101.868
989,2021-03-24,NO5,76697293.968
990,2021-03-25,NO1,50595325.244
991,2021-03-25,NO2,174917574.497
992,2021-03-25,NO3,63237482.008999996
993,2021-03-25,NO4,78747757.631
994,2021-03-25,NO5,84439461.62
995,2021-03-26,NO1,50296073.017
996,2021-03-26,NO2,160839257.841
997,2021-03-26,NO3,70023526.89
998,2021-03-26,NO4,75035285.191
999,2021-03-26,NO5,74265709.829
1000,2021-03-27,NO1,47355142.681
1001,2021-03-27,NO2,113748298.692
1002,2021-03-27,NO3,42722100.052
1003,2021-03-27,NO4,53905348.508
1004,2021-03-27,NO5,69911111.822
1005,2021-03-28,NO1,46000229.019999996
1006,2021-03-28,NO2,117126087.54100001
1007,2021-03-28,NO3,51138128.686
1008,2021-03-28,NO4,53850172.892
1009,2021-03-28,NO5,62937135.817
1010,2021-03-29,NO1,45960398.995
1011,2021-03-29,NO2,118683321.21700001
1012,2021-03-29,NO3,70231324.251
1013,2021-03-29,NO4,63809645.171000004
1014,2021-03-29,NO5,57270450.36
1015,2021-03-30,NO1,50464581.93
1016,2021-03-30,NO2,148627480.46199998
1017,2021-03-30,NO3,61040381.926
1018,2021-03-30,NO4,49360677.907
1019,2021-03-30,NO5,81279118.812
1020,2021-03-31,NO1,55711167.538
1021,2021-03-31,NO2,181413630.023
1022,2021-03-31,NO3,49310771.131
1023,2021-03-31,NO4,53827958.462
1024,2021-03-31,NO5,101548986.25
1025,2021-04-01,NO1,57415072.316
1026,2021-04-01,NO2,174258362.141
1027,2021-04-01,NO3,56149984.627
1028,2021-04-01,NO4,45965527.027
1029,2021-04-01,NO5,89631773.436
1030,2021-04-02,NO1,53585630.973
1031,2021-04-02,NO2,141138903.341
1032,2021-04-02,NO3,53523297.644
1033,2021-04-02,NO4,46472898.951
1034,2021-04-02,NO5,61662328.139
1035,2021-04-03,NO1,52219695.272
1036,2021-04-03,NO2,138730550.779
1037,2021-04-03,NO3,62740305.217
1038,2021-04-03,NO4,52188716.59
1039,2021-04-03,NO5,64912261.789
1040,2021-04-04,NO1,47072719.197
1041,2021-04-04,NO2,115352760.305
1042,2021-04-04,NO3,56773061.192
1043,2021-04-04,NO4,39320090.898
1044,2021-04-04,NO5,49335014.799
1045,2021-04-05,NO1,43488452.383
1046,2021-04-05,NO2,109028234.581
1047,2021-04-05,NO3,59531401.185
1048,2021-04-05,NO4,39051265.587
1049,2021-04-05,NO5,47864689.079
1050,2021-04-06,NO1,51353910.073
1051,2021-04-06,NO2,147798447.018
1052,2021-04-06,NO3,67147653.232
1053,2021-04-06,NO4,56785789.798
1054,2021-04-06,NO5,80769481.653
1055,2021-04-07,NO1,48673153.443
1056,2021-04-07,NO2,177007549.16099998
1057,2021-04-07,NO3,57739731.643
1058,2021-04-07,NO4,68432548.268
1059,2021-04-07,NO5,96130053.931
1060,2021-04-08,NO1,46912588.804
1061,2021-04-08,NO2,161623729.225
1062,2021-04-08,NO3,66599924.243999995
1063,2021-04-08,NO4,74833624.057
1064,2021-04-08,NO5,83419807.694
1065,2021-04-09,NO1,42895577.422
1066,2021-04-09,NO2,160511109.208
1067,2021-04-09,NO3,58014530.804
1068,2021-04-09,NO4,56330717.683
1069,2021-04-09,NO5,71768325.574
1070,2021-04-10,NO1,41678325.157
1071,2021-04-10,NO2,180187172.233
1072,2021-04-10,NO3,55549503.741000004
1073,2021-04-10,NO4,52291444.37
1074,2021-04-10,NO5,93425985.436
1075,2021-04-11,NO1,39791349.93
1076,2021-04-11,NO2,161854388.954
1077,2021-04-11,NO3,48655608.312
1078,2021-04-11,NO4,72030244.77
1079,2021-04-11,NO5,80549817.899
1080,2021-04-12,NO1,45217827.242
1081,2021-04-12,NO2,183813340.259
1082,2021-04-12,NO3,57780201.365
1083,2021-04-12,NO4,72907638.647
1084,2021-04-12,NO5,92849887.62
1085,2021-04-13,NO1,41924468.59
1086,2021-04-13,NO2,191097731.824
1087,2021-04-13,NO3,57807464.958
1088,2021-04-13,NO4,74989828.311
1089,2021-04-13,NO5,94770330.42
1090,2021-04-14,NO1,41551651.974
1091,2021-04-14,NO2,208736771.462
1092,2021-04-14,NO3,53487945.177
1093,2021-04-14,NO4,79241174.687
1094,2021-04-14,NO5,99782525.658
1095,2021-04-15,NO1,42456337.514
1096,2021-04-15,NO2,196264497.298
1097,2021-04-15,NO3,52909101.072
1098,2021-04-15,NO4,76425522.62799999
1099,2021-04-15,NO5,96461491.415
1100,2021-04-16,NO1,40473105.648
1101,2021-04-16,NO2,187300112.902
1102,2021-04-16,NO3,54328822.828
1103,2021-04-16,NO4,79019828.321
1104,2021-04-16,NO5,91685335.25400001
1105,2021-04-17,NO1,40775322.558
1106,2021-04-17,NO2,170658922.37
1107,2021-04-17,NO3,49229641.251
1108,2021-04-17,NO4,76645280.014
1109,2021-04-17,NO5,80722469.461
1110,2021-04-18,NO1,40913859.341
1111,2021-04-18,NO2,173273175.864
1112,2021-04-18,NO3,47454026.339
1113,2021-04-18,NO4,72652099.358
1114,2021-04-18,NO5,73985593.564
1115,2021-04-19,NO1,41689661.274
1116,2021-04-19,NO2,195373233.8
1117,2021-04-19,NO3,58278230.905999996
1118,2021-04-19,NO4,77666731.349
1119,2021-04-19,NO5,77160299.115
1120,2021-04-20,NO1,41588066.556
1121,2021-04-20,NO2,183575111.863
1122,2021-04-20,NO3,57000483.141
1123,2021-04-20,NO4,70758260.595
1124,2021-04-20,NO5,72090822.083
1125,2021-04-21,NO1,41899070.406
1126,2021-04-21,NO2,148738780.805
1127,2021-04-21,NO3,57442963.646
1128,2021-04-21,NO4,67281621.704
1129,2021-04-21,NO5,51243172.456
1130,2021-04-22,NO1,42980987.989
1131,2021-04-22,NO2,140961480.568
1132,2021-04-22,NO3,60936153.489
1133,2021-04-22,NO4,56623066.453
1134,2021-04-22,NO5,52212403.844
1135,2021-04-23,NO1,41386370.506
1136,2021-04-23,NO2,176057425.106
1137,2021-04-23,NO3,54510894.4
1138,2021-04-23,NO4,54608625.601
1139,2021-04-23,NO5,64206428.699
1140,2021-04-24,NO1,40098574.506
1141,2021-04-24,NO2,166758914.061
1142,2021-04-24,NO3,51040618.274000004
1143,2021-04-24,NO4,53288064.015
1144,2021-04-24,NO5,64137302.151
1145,2021-04-25,NO1,38930155.046000004
1146,2021-04-25,NO2,136455391.955
1147,2021-04-25,NO3,50372179.647
1148,2021-04-25,NO4,55859897.661
1149,2021-04-25,NO5,52848182.791
1150,2021-04-26,NO1,45782310.45
1151,2021-04-26,NO2,200196526.278
1152,2021-04-26,NO3,58029795.061
1153,2021-04-26,NO4,81029694.308
1154,2021-04-26,NO5,87204988.572
1155,2021-04-27,NO1,43804160.364
1156,2021-04-27,NO2,192028802.808
1157,2021-04-27,NO3,61619656.273
1158,2021-04-27,NO4,83428795.535
1159,2021-04-27,NO5,76453863.23
1160,2021-04-28,NO1,44223588.0
1161,2021-04-28,NO2,200171850.934
1162,2021-04-28,NO3,63145218.353
1163,2021-04-28,NO4,84718570.095
1164,2021-04-28,NO5,85318052.245
1165,2021-04-29,NO1,41785891.777
1166,2021-04-29,NO2,197791662.84800002
1167,2021-04-29,NO3,60867431.464999996
1168,2021-04-29,NO4,88686703.369
1169,2021-04-29,NO5,83111949.043
1170,2021-04-30,NO1,40977383.37
1171,2021-04-30,NO2,200507753.054
1172,2021-04-30,NO3,60789471.196
1173,2021-04-30,NO4,87597417.826
1174,2021-04-30,NO5,84332913.994
1175,2021-05-01,NO1,32958209.21
1176,2021-05-01,NO2,179856693.373
1177,2021-05-01,NO3,54892339.411
1178,2021-05-01,NO4,81851188.954
1179,2021-05-01,NO5,80190093.108
1180,2021-05-02,NO1,31436606.784
1181,2021-05-02,NO2,143196391.329
1182,2021-05-02,NO3,52174181.922
1183,2021-05-02,NO4,78935079.875
1184,2021-05-02,NO5,56676242.445
1185,2021-05-03,NO1,38701181.275
1186,2021-05-03,NO2,185810911.686
1187,2021-05-03,NO3,55823137.839999996
1188,2021-05-03,NO4,79142944.727
1189,2021-05-03,NO5,78077640.516
1190,2021-05-04,NO1,37484611.359
1191,2021-05-04,NO2,115301402.499
1192,2021-05-04,NO3,55865226.357
1193,2021-05-04,NO4,65177234.757
1194,2021-05-04,NO5,39736053.284
1195,2021-05-05,NO1,41499419.876
1196,2021-05-05,NO2,141886231.818
1197,2021-05-05,NO3,62862166.367
1198,2021-05-05,NO4,67514979.126
1199,2021-05-05,NO5,52765455.835999995
1200,2021-05-06,NO1,43415941.697
1201,2021-05-06,NO2,180452787.006
1202,2021-05-06,NO3,64081791.311
1203,2021-05-06,NO4,76853283.278
1204,2021-05-06,NO5,77168577.599
1205,2021-05-07,NO1,40977733.872
1206,2021-05-07,NO2,185732981.637
1207,2021-05-07,NO3,58796358.297
1208,2021-05-07,NO4,80925733.406
1209,2021-05-07,NO5,73822786.421
1210,2021-05-08,NO1,36259887.446
1211,2021-05-08,NO2,134058792.075
1212,2021-05-08,NO3,48075528.216
1213,2021-05-08,NO4,73191976.676
1214,2021-05-08,NO5,49025218.089
1215,2021-05-09,NO1,36517233.660000004
1216,2021-05-09,NO2,98889629.077
1217,2021-05-09,NO3,43544896.253
1218,2021-05-09,NO4,51507663.434
1219,2021-05-09,NO5,34617153.158
1220,2021-05-10,NO1,44054619.213
1221,2021-05-10,NO2,164224569.831
1222,2021-05-10,NO3,61977583.268
1223,2021-05-10,NO4,74442625.453
1224,2021-05-10,NO5,51660130.776
1225,2021-05-11,NO1,46703074.861
1226,2021-05-11,NO2,181392492.644
1227,2021-05-11,NO3,66898259.002
1228,2021-05-11,NO4,66260243.453
1229,2021-05-11,NO5,73261747.361
1230,2021-05-12,NO1,50924285.689
1231,2021-05-12,NO2,174547559.998
1232,2021-05-12,NO3,65185505.986
1233,2021-05-12,NO4,75753479.958
1234,2021-05-12,NO5,73167068.633
1235,2021-05-13,NO1,53903226.991
1236,2021-05-13,NO2,146796198.0
1237,2021-05-13,NO3,65708489.854
1238,2021-05-13,NO4,74524822.874
1239,2021-05-13,NO5,72993879.87799999
1240,2021-05-14,NO1,58004272.215
1241,2021-05-14,NO2,153098610.896
1242,2021-05-14,NO3,57997249.191
1243,2021-05-14,NO4,69698740.504
1244,2021-05-14,NO5,72355084.296
1245,2021-05-15,NO1,61687787.378
1246,2021-05-15,NO2,128528426.63499999
1247,2021-05-15,NO3,69861983.577
1248,2021-05-15,NO4,65334502.793
1249,2021-05-15,NO5,74365490.208
1250,2021-05-16,NO1,59447154.762
1251,2021-05-16,NO2,102275722.635
1252,2021-05-16,NO3,67990673.693
1253,2021-05-16,NO4,65175583.444
1254,2021-05-16,NO5,60589478.515
1255,2021-05-17,NO1,65614559.404
1256,2021-05-17,NO2,158129444.819
1257,2021-05-17,NO3,65369794.528
1258,2021-05-17,NO4,76381509.234
1259,2021-05-17,NO5,89005367.424
1260,2021-05-18,NO1,67124574.189
1261,2021-05-18,NO2,163419729.16
1262,2021-05-18,NO3,70586932.558
1263,2021-05-18,NO4,77564998.078
1264,2021-05-18,NO5,87726792.974
1265,2021-05-19,NO1,70204913.315
1266,2021-05-19,NO2,154694785.184
1267,2021-05-19,NO3,72943529.42
1268,2021-05-19,NO4,68860438.433
1269,2021-05-19,NO5,83287414.031
1270,2021-05-20,NO1,71077503.972
1271,2021-05-20,NO2,141338970.885
1272,2021-05-20,NO3,62177609.715
1273,2021-05-20,NO4,70293929.351
1274,2021-05-20,NO5,80205145.458
1275,2021-05-21,NO1,64680943.918
1276,2021-05-21,NO2,99576877.884
1277,2021-05-21,NO3,56581105.095
1278,2021-05-21,NO4,59602885.804
1279,2021-05-21,NO5,52040357.389
1280,2021-05-22,NO1,63866697.948
1281,2021-05-22,NO2,55604892.131
1282,2021-05-22,NO3,52355501.86
1283,2021-05-22,NO4,50694635.517
1284,2021-05-22,NO5,40927761.612
1285,2021-05-23,NO1,66395951.1
1286,2021-05-23,NO2,69574921.40799999
1287,2021-05-23,NO3,60140268.712
1288,2021-05-23,NO4,49707911.974
1289,2021-05-23,NO5,50655948.527
1290,2021-05-24,NO1,68557284.542
1291,2021-05-24,NO2,104235332.384
1292,2021-05-24,NO3,65855716.986999996
1293,2021-05-24,NO4,56902602.264
1294,2021-05-24,NO5,61501548.9
1295,2021-05-25,NO1,71314303.834
1296,2021-05-25,NO2,132564103.046
1297,2021-05-25,NO3,76451337.002
1298,2021-05-25,NO4,59657214.969000004
1299,2021-05-25,NO5,84311754.647
1300,2021-05-26,NO1,71503105.862
1301,2021-05-26,NO2,132097323.083
1302,2021-05-26,NO3,67651977.081
1303,2021-05-26,NO4,48646344.244
1304,2021-05-26,NO5,81495329.742
1305,2021-05-27,NO1,72703606.622
1306,2021-05-27,NO2,140663727.053
1307,2021-05-27,NO3,69234654.092
1308,2021-05-27,NO4,55186954.286
1309,2021-05-27,NO5,86865565.266
1310,2021-05-28,NO1,71090947.027
1311,2021-05-28,NO2,138508379.102
1312,2021-05-28,NO3,60982558.317999996
1313,2021-05-28,NO4,60049241.251
1314,2021-05-28,NO5,93167013.092
1315,2021-05-29,NO1,67705184.304
1316,2021-05-29,NO2,113570643.011
1317,2021-05-29,NO3,65130564.688
1318,2021-05-29,NO4,59218474.48
1319,2021-05-29,NO5,73950315.316
1320,2021-05-30,NO1,63940631.462
1321,2021-05-30,NO2,83534195.337
1322,2021-05-30,NO3,50717652.522
1323,2021-05-30,NO4,48671287.929
1324,2021-05-30,NO5,61149533.926
1325,2021-05-31,NO1,67414405.834
1326,2021-05-31,NO2,143407063.783
1327,2021-05-31,NO3,63568514.404
1328,2021-05-31,NO4,57917802.867
1329,2021-05-31,NO5,89178641.21700001
1330,2021-06-01,NO1,65058870.122
1331,2021-06-01,NO2,139503994.87
1332,2021-06-01,NO3,65905513.254
