,DATE,PRISOMRÅDE,VOLUM_KWH
3159,2022-06-01,NO5,92207380.75400001
3160,2022-06-02,NO1,42956464.653
3161,2022-06-02,NO2,102639517.659
3162,2022-06-02,NO3,85357305.446
3163,2022-06-02,NO4,75107608.654
3164,2022-06-02,NO5,98235445.161
3165,2022-06-03,NO1,44736328.077
3166,2022-06-03,NO2,97852882.822
3167,2022-06-03,NO3,84606028.119
3168,2022-06-03,NO4,71722401.514
3169,2022-06-03,NO5,100999731.301
3170,2022-06-04,NO1,45437048.565
3171,2022-06-04,NO2,75916969.207
3172,2022-06-04,NO3,88268748.631
3173,2022-06-04,NO4,69036290.517
3174,2022-06-04,NO5,80686863.568
3175,2022-06-05,NO1,43665133.279
3176,2022-06-05,NO2,46407623.758
3177,2022-06-05,NO3,78379177.10700001
3178,2022-06-05,NO4,74129492.125
3179,2022-06-05,NO5,66460076.206
3180,2022-06-06,NO1,46987277.342
3181,2022-06-06,NO2,45849459.392
3182,2022-06-06,NO3,73084146.104
3183,2022-06-06,NO4,79058289.123
3184,2022-06-06,NO5,56502242.478
3185,2022-06-07,NO1,49876277.938
3186,2022-06-07,NO2,86498617.95899999
3187,2022-06-07,NO3,73063388.668
3188,2022-06-07,NO4,68852634.898
3189,2022-06-07,NO5,95235830.79
3190,2022-06-08,NO1,49316667.518
3191,2022-06-08,NO2,103887093.517
3192,2022-06-08,NO3,76375673.697
3193,2022-06-08,NO4,64947285.503
3194,2022-06-08,NO5,87242318.062
3195,2022-06-09,NO1,51712720.084
3196,2022-06-09,NO2,98853674.449
3197,2022-06-09,NO3,73996254.268
3198,2022-06-09,NO4,70828285.031
3199,2022-06-09,NO5,97499719.49
3200,2022-06-10,NO1,51466123.845
3201,2022-06-10,NO2,86942726.514
3202,2022-06-10,NO3,73743940.007
3203,2022-06-10,NO4,81619139.472
3204,2022-06-10,NO5,75631971.347
3205,2022-06-11,NO1,49887352.679
3206,2022-06-11,NO2,62878135.282
3207,2022-06-11,NO3,72425537.188
3208,2022-06-11,NO4,73194778.954
3209,2022-06-11,NO5,61654062.053
3210,2022-06-12,NO1,49767319.359
3211,2022-06-12,NO2,59555943.214
3212,2022-06-12,NO3,75476306.497
3213,2022-06-12,NO4,69057687.891
3214,2022-06-12,NO5,64759198.988
3215,2022-06-13,NO1,49860683.448
3216,2022-06-13,NO2,85613441.534
3217,2022-06-13,NO3,86785260.903
3218,2022-06-13,NO4,65465617.512
3219,2022-06-13,NO5,88835751.23099999
3220,2022-06-14,NO1,52154385.33
3221,2022-06-14,NO2,106038024.543
3222,2022-06-14,NO3,87116102.276
3223,2022-06-14,NO4,67059388.618
3224,2022-06-14,NO5,96697198.094
3225,2022-06-15,NO1,52650501.856
3226,2022-06-15,NO2,118623119.067
3227,2022-06-15,NO3,82676613.249
3228,2022-06-15,NO4,69223719.096
3229,2022-06-15,NO5,97071471.085
3230,2022-06-16,NO1,50323925.318
3231,2022-06-16,NO2,107632052.97
3232,2022-06-16,NO3,76581029.796
3233,2022-06-16,NO4,70947383.505
3234,2022-06-16,NO5,90763243.137
3235,2022-06-17,NO1,50719295.291
3236,2022-06-17,NO2,115369564.669
3237,2022-06-17,NO3,81578525.858
3238,2022-06-17,NO4,68674360.257
3239,2022-06-17,NO5,94782081.858
3240,2022-06-18,NO1,46945227.179
3241,2022-06-18,NO2,67561220.768
3242,2022-06-18,NO3,75267246.176
3243,2022-06-18,NO4,63025407.521
3244,2022-06-18,NO5,77420311.737
3245,2022-06-19,NO1,46051783.761
3246,2022-06-19,NO2,65771121.612
3247,2022-06-19,NO3,67998476.538
3248,2022-06-19,NO4,62380067.004
3249,2022-06-19,NO5,83933683.533
3250,2022-06-20,NO1,48697508.135
3251,2022-06-20,NO2,130698840.833
3252,2022-06-20,NO3,81337015.041
3253,2022-06-20,NO4,79790472.98900001
3254,2022-06-20,NO5,99015381.602
3255,2022-06-21,NO1,45897942.014
3256,2022-06-21,NO2,134026500.58600001
3257,2022-06-21,NO3,83136736.412
3258,2022-06-21,NO4,76865821.147
3259,2022-06-21,NO5,90110478.933
3260,2022-06-22,NO1,46529208.667
3261,2022-06-22,NO2,131639080.30600001
3262,2022-06-22,NO3,83565784.55499999
3263,2022-06-22,NO4,75050405.107
3264,2022-06-22,NO5,91715385.109
3265,2022-06-23,NO1,45381901.864
3266,2022-06-23,NO2,139904031.012
3267,2022-06-23,NO3,87418797.448
3268,2022-06-23,NO4,70166572.459
3269,2022-06-23,NO5,75903217.014
3270,2022-06-24,NO1,43080384.434
3271,2022-06-24,NO2,113629596.015
3272,2022-06-24,NO3,79938749.807
3273,2022-06-24,NO4,71303983.659
3274,2022-06-24,NO5,82766907.65100001
3275,2022-06-25,NO1,43843571.135
3276,2022-06-25,NO2,85748584.662
3277,2022-06-25,NO3,75670995.39
3278,2022-06-25,NO4,69245337.774
3279,2022-06-25,NO5,92212612.835
3280,2022-06-26,NO1,43129620.39
3281,2022-06-26,NO2,62421258.507
3282,2022-06-26,NO3,71473712.639
3283,2022-06-26,NO4,65622951.371
3284,2022-06-26,NO5,84768067.904
3285,2022-06-27,NO1,48302857.46
3286,2022-06-27,NO2,127023760.463
3287,2022-06-27,NO3,71252702.534
3288,2022-06-27,NO4,65973263.446
3289,2022-06-27,NO5,101033891.458
3290,2022-06-28,NO1,51716875.825
3291,2022-06-28,NO2,102969262.288
3292,2022-06-28,NO3,76328019.009
3293,2022-06-28,NO4,63139001.328
3294,2022-06-28,NO5,102475417.141
3295,2022-06-29,NO1,53525350.651
3296,2022-06-29,NO2,132685750.629
3297,2022-06-29,NO3,80268485.863
3298,2022-06-29,NO4,63760216.879
3299,2022-06-29,NO5,96990654.95199999
3300,2022-06-30,NO1,55071635.147
3301,2022-06-30,NO2,141726102.305
3302,2022-06-30,NO3,78849694.586
3303,2022-06-30,NO4,66163491.711
3304,2022-06-30,NO5,88750727.588
3305,2022-07-01,NO1,56838601.059
3306,2022-07-01,NO2,112551780.178
3307,2022-07-01,NO3,76858224.936
3308,2022-07-01,NO4,61858850.166999996
3309,2022-07-01,NO5,91520613.651
3310,2022-07-02,NO1,55976646.023
3311,2022-07-02,NO2,68560606.116
3312,2022-07-02,NO3,69371930.877
3313,2022-07-02,NO4,58804639.964
3314,2022-07-02,NO5,69831414.214
3315,2022-07-03,NO1,55679261.094
3316,2022-07-03,NO2,62757035.845
3317,2022-07-03,NO3,71606804.338
3318,2022-07-03,NO4,62319821.449
3319,2022-07-03,NO5,78261207.66
3320,2022-07-04,NO1,58764789.953
3321,2022-07-04,NO2,87952462.89
3322,2022-07-04,NO3,70886612.338
3323,2022-07-04,NO4,62040402.116
3324,2022-07-04,NO5,83769237.968
3325,2022-07-05,NO1,55233061.2
3326,2022-07-05,NO2,105217096.058
3327,2022-07-05,NO3,82009819.502
3328,2022-07-05,NO4,61051985.452
3329,2022-07-05,NO5,81965434.341
3330,2022-07-06,NO1,55130483.282
3331,2022-07-06,NO2,89564274.317
3332,2022-07-06,NO3,81883563.446
3333,2022-07-06,NO4,58376060.979
3334,2022-07-06,NO5,83143547.471
3335,2022-07-07,NO1,54325417.229
3336,2022-07-07,NO2,71925863.502
3337,2022-07-07,NO3,84030881.761
3338,2022-07-07,NO4,54568725.218
3339,2022-07-07,NO5,90578905.452
3340,2022-07-08,NO1,53373108.144
3341,2022-07-08,NO2,64970587.265
3342,2022-07-08,NO3,88400991.161
3343,2022-07-08,NO4,55902389.235
3344,2022-07-08,NO5,82065608.031
3345,2022-07-09,NO1,50779728.008
3346,2022-07-09,NO2,46315267.924
3347,2022-07-09,NO3,88717819.923
3348,2022-07-09,NO4,58021451.752000004
3349,2022-07-09,NO5,63503443.475
3350,2022-07-10,NO1,51854001.675000004
3351,2022-07-10,NO2,53514504.738
3352,2022-07-10,NO3,76476515.332
3353,2022-07-10,NO4,62995648.445
3354,2022-07-10,NO5,65872003.296
3355,2022-07-11,NO1,53074648.317999996
3356,2022-07-11,NO2,109946069.22399999
3357,2022-07-11,NO3,81089316.887
3358,2022-07-11,NO4,67539267.334
3359,2022-07-11,NO5,94124265.846
3360,2022-07-12,NO1,50189285.482
3361,2022-07-12,NO2,94417736.725
3362,2022-07-12,NO3,82025517.92999999
3363,2022-07-12,NO4,56693172.03
3364,2022-07-12,NO5,93282700.424
3365,2022-07-13,NO1,46439198.402
3366,2022-07-13,NO2,83928673.167
3367,2022-07-13,NO3,80568313.127
3368,2022-07-13,NO4,53699922.597
3369,2022-07-13,NO5,71425285.333
3370,2022-07-14,NO1,45323012.501
3371,2022-07-14,NO2,89748560.846
3372,2022-07-14,NO3,83589879.686
3373,2022-07-14,NO4,52337649.63
3374,2022-07-14,NO5,69497876.868
3375,2022-07-15,NO1,45751046.662
3376,2022-07-15,NO2,69801746.659
3377,2022-07-15,NO3,75509564.897
3378,2022-07-15,NO4,59474045.672
3379,2022-07-15,NO5,72455859.699
3380,2022-07-16,NO1,41922470.324
3381,2022-07-16,NO2,47219291.565
3382,2022-07-16,NO3,71142761.82699999
3383,2022-07-16,NO4,55670515.41
3384,2022-07-16,NO5,62023477.829
3385,2022-07-17,NO1,38776789.565
3386,2022-07-17,NO2,48258487.765
3387,2022-07-17,NO3,84309630.681
3388,2022-07-17,NO4,66127576.847
3389,2022-07-17,NO5,69656212.48
3390,2022-07-18,NO1,38399648.724
3391,2022-07-18,NO2,101378286.009
3392,2022-07-18,NO3,84931736.763
3393,2022-07-18,NO4,67068388.144
3394,2022-07-18,NO5,84103377.697
3395,2022-07-19,NO1,39484525.721
3396,2022-07-19,NO2,99305355.238
3397,2022-07-19,NO3,77622715.222
3398,2022-07-19,NO4,71726461.655
3399,2022-07-19,NO5,85855928.292
3400,2022-07-20,NO1,42221342.842
3401,2022-07-20,NO2,75373802.103
3402,2022-07-20,NO3,75963540.577
3403,2022-07-20,NO4,71554008.882
3404,2022-07-20,NO5,88154780.971
3405,2022-07-21,NO1,38752357.016
3406,2022-07-21,NO2,109091957.856
3407,2022-07-21,NO3,80654760.455
3408,2022-07-21,NO4,72987371.922
3409,2022-07-21,NO5,97818683.831
3410,2022-07-22,NO1,37525375.624
3411,2022-07-22,NO2,95372250.513
3412,2022-07-22,NO3,76198964.765
3413,2022-07-22,NO4,74106931.028
3414,2022-07-22,NO5,90528873.985
3415,2022-07-23,NO1,35040106.724
3416,2022-07-23,NO2,73552339.516
3417,2022-07-23,NO3,74346433.112
3418,2022-07-23,NO4,75181223.435
3419,2022-07-23,NO5,83571072.107
3420,2022-07-24,NO1,35114506.639
3421,2022-07-24,NO2,54889011.626
3422,2022-07-24,NO3,70675499.638
3423,2022-07-24,NO4,76052585.478
3424,2022-07-24,NO5,67670800.025
3425,2022-07-25,NO1,39495367.837
3426,2022-07-25,NO2,60726329.357
3427,2022-07-25,NO3,69881833.81
3428,2022-07-25,NO4,77810264.053
3429,2022-07-25,NO5,75170032.315
3430,2022-07-26,NO1,35503657.142
3431,2022-07-26,NO2,62674281.718
3432,2022-07-26,NO3,84114969.403
3433,2022-07-26,NO4,67555128.174
3434,2022-07-26,NO5,64573053.17
3435,2022-07-27,NO1,37546036.276
3436,2022-07-27,NO2,74063425.533
3437,2022-07-27,NO3,77835804.74599999
3438,2022-07-27,NO4,76345813.119
3439,2022-07-27,NO5,67990927.715
3440,2022-07-28,NO1,37284177.117
3441,2022-07-28,NO2,81158492.144
3442,2022-07-28,NO3,74687567.123
3443,2022-07-28,NO4,79475957.273
3444,2022-07-28,NO5,83872273.677
3445,2022-07-29,NO1,35090950.028
3446,2022-07-29,NO2,72771766.429
3447,2022-07-29,NO3,75679609.602
3448,2022-07-29,NO4,79191872.457
3449,2022-07-29,NO5,88586570.483
3450,2022-07-30,NO1,34961822.662
3451,2022-07-30,NO2,52569881.926
3452,2022-07-30,NO3,72163649.261
3453,2022-07-30,NO4,74783344.03
3454,2022-07-30,NO5,79036115.769
3455,2022-07-31,NO1,33269161.777
3456,2022-07-31,NO2,41594056.776
3457,2022-07-31,NO3,72993733.332
3458,2022-07-31,NO4,75988781.22399999
3459,2022-07-31,NO5,73741496.503
3460,2022-08-01,NO1,39640487.537
3461,2022-08-01,NO2,68874516.289
3462,2022-08-01,NO3,77360508.321
3463,2022-08-01,NO4,79734632.684
3464,2022-08-01,NO5,83718045.84200001
3465,2022-08-02,NO1,35295602.752
3466,2022-08-02,NO2,55074019.831
3467,2022-08-02,NO3,82309631.599
3468,2022-08-02,NO4,69773139.375
3469,2022-08-02,NO5,68208375.761
3470,2022-08-03,NO1,38584259.935
3471,2022-08-03,NO2,61292483.353
3472,2022-08-03,NO3,77456305.97399999
3473,2022-08-03,NO4,74312815.064
3474,2022-08-03,NO5,70821910.612
3475,2022-08-04,NO1,35030901.843
3476,2022-08-04,NO2,67122897.051
3477,2022-08-04,NO3,73200084.84200001
3478,2022-08-04,NO4,75007398.478
3479,2022-08-04,NO5,87199342.428
3480,2022-08-05,NO1,34871985.625
3481,2022-08-05,NO2,67279810.56199999
3482,2022-08-05,NO3,78788967.692
3483,2022-08-05,NO4,76783300.431
3484,2022-08-05,NO5,90621583.625
3485,2022-08-06,NO1,32440207.697
3486,2022-08-06,NO2,41412951.335
3487,2022-08-06,NO3,76954609.389
3488,2022-08-06,NO4,63699228.408
3489,2022-08-06,NO5,58923568.384
3490,2022-08-07,NO1,31420521.551
3491,2022-08-07,NO2,40036784.663
3492,2022-08-07,NO3,72779015.469
3493,2022-08-07,NO4,76727636.273
3494,2022-08-07,NO5,64718298.318
3495,2022-08-08,NO1,39886506.998
3496,2022-08-08,NO2,68580196.233
3497,2022-08-08,NO3,78329110.055
3498,2022-08-08,NO4,67687283.567
3499,2022-08-08,NO5,100342300.353
3500,2022-08-09,NO1,39723274.936
3501,2022-08-09,NO2,59376269.134
3502,2022-08-09,NO3,80462412.406
3503,2022-08-09,NO4,68628187.896
3504,2022-08-09,NO5,95594747.82000001
3505,2022-08-10,NO1,40290416.465
3506,2022-08-10,NO2,64833167.16
3507,2022-08-10,NO3,78800123.46700001
3508,2022-08-10,NO4,65827067.68
3509,2022-08-10,NO5,97911231.801
3510,2022-08-11,NO1,40282838.142
3511,2022-08-11,NO2,87686363.45
3512,2022-08-11,NO3,81856531.492
3513,2022-08-11,NO4,69738101.591
3514,2022-08-11,NO5,101697181.244
3515,2022-08-12,NO1,39124060.272
3516,2022-08-12,NO2,95432184.185
3517,2022-08-12,NO3,79321180.05
3518,2022-08-12,NO4,74168185.078
3519,2022-08-12,NO5,97298737.804
3520,2022-08-13,NO1,31870209.699
3521,2022-08-13,NO2,57538238.427
3522,2022-08-13,NO3,77134581.738
3523,2022-08-13,NO4,73458227.517
3524,2022-08-13,NO5,91796173.394
3525,2022-08-14,NO1,30052051.018
3526,2022-08-14,NO2,51915469.476
3527,2022-08-14,NO3,74725193.529
3528,2022-08-14,NO4,71789964.576
3529,2022-08-14,NO5,86478016.832
3530,2022-08-15,NO1,34159402.022
3531,2022-08-15,NO2,86165059.784
3532,2022-08-15,NO3,80313806.409
3533,2022-08-15,NO4,72530314.195
3534,2022-08-15,NO5,94281894.722
3535,2022-08-16,NO1,41125043.791
3536,2022-08-16,NO2,88535899.291
3537,2022-08-16,NO3,72314799.492
3538,2022-08-16,NO4,68316928.168
3539,2022-08-16,NO5,82023883.56
3540,2022-08-17,NO1,40576328.099
3541,2022-08-17,NO2,101708586.69
3542,2022-08-17,NO3,81137955.001
3543,2022-08-17,NO4,70128836.595
3544,2022-08-17,NO5,85032814.356
3545,2022-08-18,NO1,48076801.479
3546,2022-08-18,NO2,81861941.05499999
3547,2022-08-18,NO3,86322780.586
3548,2022-08-18,NO4,71266510.136
3549,2022-08-18,NO5,87087865.862
3550,2022-08-19,NO1,46982331.577
3551,2022-08-19,NO2,76311260.73
3552,2022-08-19,NO3,83928100.882
3553,2022-08-19,NO4,70072206.413
3554,2022-08-19,NO5,93755824.847
3555,2022-08-20,NO1,40615445.585
3556,2022-08-20,NO2,52046849.728
3557,2022-08-20,NO3,76429126.873
3558,2022-08-20,NO4,69072981.278
3559,2022-08-20,NO5,82287908.49700001
3560,2022-08-21,NO1,42770537.205
3561,2022-08-21,NO2,44685514.652
3562,2022-08-21,NO3,74483585.882
3563,2022-08-21,NO4,66711789.671000004
3564,2022-08-21,NO5,66617999.008
3565,2022-08-22,NO1,46579223.638
3566,2022-08-22,NO2,75239882.761
3567,2022-08-22,NO3,78083629.55
3568,2022-08-22,NO4,72005520.858
3569,2022-08-22,NO5,99475395.918
3570,2022-08-23,NO1,40812011.781
3571,2022-08-23,NO2,89124260.598
3572,2022-08-23,NO3,70948599.252
3573,2022-08-23,NO4,69361849.097
3574,2022-08-23,NO5,96120654.731
3575,2022-08-24,NO1,38668388.142
3576,2022-08-24,NO2,89323280.126
3577,2022-08-24,NO3,80501591.682
3578,2022-08-24,NO4,69872410.22
3579,2022-08-24,NO5,89877929.453
3580,2022-08-25,NO1,40499216.369
3581,2022-08-25,NO2,91422956.692
3582,2022-08-25,NO3,73682395.801
3583,2022-08-25,NO4,69273258.012
3584,2022-08-25,NO5,86715177.31
3585,2022-08-26,NO1,42564594.954
3586,2022-08-26,NO2,115102205.608
3587,2022-08-26,NO3,61163226.25
3588,2022-08-26,NO4,79408378.817
3589,2022-08-26,NO5,83621055.399
3590,2022-08-27,NO1,33201759.972
3591,2022-08-27,NO2,66199331.674
3592,2022-08-27,NO3,66165789.799
3593,2022-08-27,NO4,82169847.701
3594,2022-08-27,NO5,78924483.76
3595,2022-08-28,NO1,31819074.118
3596,2022-08-28,NO2,32341785.651
3597,2022-08-28,NO3,61121055.106
3598,2022-08-28,NO4,81003474.525
3599,2022-08-28,NO5,58116960.409
3600,2022-08-29,NO1,36616923.238
3601,2022-08-29,NO2,61449015.515
3602,2022-08-29,NO3,57764973.848
3603,2022-08-29,NO4,79685141.945
3604,2022-08-29,NO5,73574377.682
3605,2022-08-30,NO1,32332624.538
3606,2022-08-30,NO2,46871417.189
3607,2022-08-30,NO3,62422901.618
3608,2022-08-30,NO4,82507514.732
3609,2022-08-30,NO5,57210266.169
3610,2022-08-31,NO1,29844661.83
3611,2022-08-31,NO2,55865720.525
3612,2022-08-31,NO3,53273606.116
3613,2022-08-31,NO4,83124994.403
3614,2022-08-31,NO5,58904836.007
3615,2022-09-01,NO1,28154035.361
3616,2022-09-01,NO2,51054861.897
3617,2022-09-01,NO3,60383418.312
3618,2022-09-01,NO4,83357803.588
3619,2022-09-01,NO5,56856659.603
3620,2022-09-02,NO1,24545397.695
3621,2022-09-02,NO2,37075019.919
3622,2022-09-02,NO3,66116286.006000005
3623,2022-09-02,NO4,84478840.50400001
3624,2022-09-02,NO5,35964902.056
3625,2022-09-03,NO1,26257629.039
3626,2022-09-03,NO2,25171301.773
3627,2022-09-03,NO3,69219865.784
3628,2022-09-03,NO4,83454500.397
3629,2022-09-03,NO5,30662514.248
3630,2022-09-04,NO1,22426231.580000002
3631,2022-09-04,NO2,35237368.71
3632,2022-09-04,NO3,71116803.293
3633,2022-09-04,NO4,83972618.66
3634,2022-09-04,NO5,27544511.503
3635,2022-09-05,NO1,22502834.728
3636,2022-09-05,NO2,59733443.817999996
3637,2022-09-05,NO3,66096575.744
3638,2022-09-05,NO4,86625629.787
3639,2022-09-05,NO5,35948966.916999996
3640,2022-09-06,NO1,22371288.544
3641,2022-09-06,NO2,63251206.727
3642,2022-09-06,NO3,61373780.118
3643,2022-09-06,NO4,89610183.675
3644,2022-09-06,NO5,44193343.356
3645,2022-09-07,NO1,25539480.698
3646,2022-09-07,NO2,73331850.038
3647,2022-09-07,NO3,63970591.152
3648,2022-09-07,NO4,91355527.243
3649,2022-09-07,NO5,50359809.253
3650,2022-09-08,NO1,21739687.155
3651,2022-09-08,NO2,73457115.836
3652,2022-09-08,NO3,65120444.304
3653,2022-09-08,NO4,90688965.178
3654,2022-09-08,NO5,39735983.663
3655,2022-09-09,NO1,21374085.023
3656,2022-09-09,NO2,64265017.905
3657,2022-09-09,NO3,69719671.83
3658,2022-09-09,NO4,91402741.29800001
3659,2022-09-09,NO5,34267157.23
3660,2022-09-10,NO1,19724384.627
3661,2022-09-10,NO2,37319372.967
3662,2022-09-10,NO3,68351555.806
3663,2022-09-10,NO4,89519455.981
3664,2022-09-10,NO5,41303239.594
3665,2022-09-11,NO1,19337025.327
3666,2022-09-11,NO2,26754488.017
3667,2022-09-11,NO3,68855531.386
3668,2022-09-11,NO4,86700921.366
3669,2022-09-11,NO5,37181717.167
3670,2022-09-12,NO1,26280077.929
3671,2022-09-12,NO2,62192003.802
3672,2022-09-12,NO3,68304788.688
3673,2022-09-12,NO4,84486856.762
3674,2022-09-12,NO5,50739155.155
3675,2022-09-13,NO1,29218053.835
3676,2022-09-13,NO2,74868593.09
3677,2022-09-13,NO3,52462002.919
3678,2022-09-13,NO4,71411843.749
3679,2022-09-13,NO5,55012933.817
3680,2022-09-14,NO1,37523435.874
3681,2022-09-14,NO2,77860211.63
3682,2022-09-14,NO3,75677954.463
3683,2022-09-14,NO4,81591194.491
3684,2022-09-14,NO5,63707798.799
3685,2022-09-15,NO1,34750234.319
3686,2022-09-15,NO2,66770146.718
3687,2022-09-15,NO3,74683588.975
3688,2022-09-15,NO4,80866508.444
3689,2022-09-15,NO5,35099310.123
3690,2022-09-16,NO1,32916772.939999998
3691,2022-09-16,NO2,55432973.721
3692,2022-09-16,NO3,82083874.464
3693,2022-09-16,NO4,78409282.76799999
3694,2022-09-16,NO5,25713603.824
3695,2022-09-17,NO1,30772658.195
3696,2022-09-17,NO2,39856619.25
3697,2022-09-17,NO3,75034637.557
3698,2022-09-17,NO4,75806094.962
3699,2022-09-17,NO5,18882641.936
3700,2022-09-18,NO1,29945299.848
3701,2022-09-18,NO2,30271757.958
3702,2022-09-18,NO3,82674345.558
3703,2022-09-18,NO4,77734963.614
3704,2022-09-18,NO5,15928040.536
3705,2022-09-19,NO1,33501182.393
3706,2022-09-19,NO2,52970727.611
3707,2022-09-19,NO3,82404183.707
3708,2022-09-19,NO4,70391410.026
3709,2022-09-19,NO5,23648101.964
3710,2022-09-20,NO1,30409307.619
3711,2022-09-20,NO2,68138284.609
3712,2022-09-20,NO3,75281452.016
3713,2022-09-20,NO4,76991084.47
3714,2022-09-20,NO5,40088037.519
3715,2022-09-21,NO1,31662946.53
3716,2022-09-21,NO2,63978428.656
3717,2022-09-21,NO3,77516408.426
3718,2022-09-21,NO4,87356516.449
3719,2022-09-21,NO5,48905498.719
3720,2022-09-22,NO1,36191466.723
3721,2022-09-22,NO2,70590726.97399999
3722,2022-09-22,NO3,79249801.423
3723,2022-09-22,NO4,82828928.324
3724,2022-09-22,NO5,52889107.948
3725,2022-09-23,NO1,35126806.408
3726,2022-09-23,NO2,67771494.38
3727,2022-09-23,NO3,77377881.66600001
3728,2022-09-23,NO4,82343417.947
3729,2022-09-23,NO5,64180139.861999996
3730,2022-09-24,NO1,30647077.212
3731,2022-09-24,NO2,62363619.171000004
3732,2022-09-24,NO3,76203415.126
3733,2022-09-24,NO4,84309510.08500001
3734,2022-09-24,NO5,49359579.227
3735,2022-09-25,NO1,33159554.848
3736,2022-09-25,NO2,38165452.366
3737,2022-09-25,NO3,81233079.971
3738,2022-09-25,NO4,85591698.063
3739,2022-09-25,NO5,38586256.638
3740,2022-09-26,NO1,36858822.518
3741,2022-09-26,NO2,46986431.875
3742,2022-09-26,NO3,83476203.357
3743,2022-09-26,NO4,77287496.609
3744,2022-09-26,NO5,37753903.398
3745,2022-09-27,NO1,47027110.703
3746,2022-09-27,NO2,53660686.606
3747,2022-09-27,NO3,79879634.927
3748,2022-09-27,NO4,83994491.148
3749,2022-09-27,NO5,47010814.087
3750,2022-09-28,NO1,53280264.13
3751,2022-09-28,NO2,66231743.0
3752,2022-09-28,NO3,81095067.8
3753,2022-09-28,NO4,78827297.402
3754,2022-09-28,NO5,45337125.12
3755,2022-09-29,NO1,58291562.624
3756,2022-09-29,NO2,77502010.686
3757,2022-09-29,NO3,74155358.488
3758,2022-09-29,NO4,87316825.35
3759,2022-09-29,NO5,55734138.271
3760,2022-09-30,NO1,57656698.983
3761,2022-09-30,NO2,68044556.382
3762,2022-09-30,NO3,79561847.972
3763,2022-09-30,NO4,90123242.093
3764,2022-09-30,NO5,43796759.866
3765,2022-10-01,NO1,49009717.573
3766,2022-10-01,NO2,36379632.181
3767,2022-10-01,NO3,64955074.749
3768,2022-10-01,NO4,86506000.019
3769,2022-10-01,NO5,20209182.946
3770,2022-10-02,NO1,47813319.386
3771,2022-10-02,NO2,45279447.988
3772,2022-10-02,NO3,60583418.585999995
3773,2022-10-02,NO4,86394021.635
3774,2022-10-02,NO5,21443374.975
3775,2022-10-03,NO1,56932685.927999996
3776,2022-10-03,NO2,59148640.589999996
3777,2022-10-03,NO3,79603933.656
3778,2022-10-03,NO4,88968662.801
3779,2022-10-03,NO5,45302230.014
3780,2022-10-04,NO1,58131383.418
3781,2022-10-04,NO2,77206166.691
3782,2022-10-04,NO3,74571025.87900001
3783,2022-10-04,NO4,83077877.632
3784,2022-10-04,NO5,66345020.327
3785,2022-10-05,NO1,53691326.675
3786,2022-10-05,NO2,72478964.822
3787,2022-10-05,NO3,74635886.117
3788,2022-10-05,NO4,71261575.731
3789,2022-10-05,NO5,65643008.124
3790,2022-10-06,NO1,56870939.112
3791,2022-10-06,NO2,75682070.779
3792,2022-10-06,NO3,64435237.549
3793,2022-10-06,NO4,50520942.749
3794,2022-10-06,NO5,62785416.096
3795,2022-10-07,NO1,54714852.337
3796,2022-10-07,NO2,81331791.309
3797,2022-10-07,NO3,59059154.733
3798,2022-10-07,NO4,54203678.433
3799,2022-10-07,NO5,66566276.603
3800,2022-10-08,NO1,56669913.721
3801,2022-10-08,NO2,87494599.252
3802,2022-10-08,NO3,73921068.954
3803,2022-10-08,NO4,47879384.231
3804,2022-10-08,NO5,70094952.031
3805,2022-10-09,NO1,56792576.367
3806,2022-10-09,NO2,100850116.73
3807,2022-10-09,NO3,73870440.472
3808,2022-10-09,NO4,69299194.683
3809,2022-10-09,NO5,70682121.036
3810,2022-10-10,NO1,55682599.439
3811,2022-10-10,NO2,102200471.868
3812,2022-10-10,NO3,75682368.818
3813,2022-10-10,NO4,65432034.555
3814,2022-10-10,NO5,76752541.643
3815,2022-10-11,NO1,58309917.283
3816,2022-10-11,NO2,108738569.1
3817,2022-10-11,NO3,81375951.63
3818,2022-10-11,NO4,72230982.26
3819,2022-10-11,NO5,86778096.468
3820,2022-10-12,NO1,58396548.33
3821,2022-10-12,NO2,114334996.694
3822,2022-10-12,NO3,74618568.19
3823,2022-10-12,NO4,76285062.582
3824,2022-10-12,NO5,92770162.233
3825,2022-10-13,NO1,59403611.44
3826,2022-10-13,NO2,106184970.225
3827,2022-10-13,NO3,75030944.294
3828,2022-10-13,NO4,81714166.619
3829,2022-10-13,NO5,92153787.986
3830,2022-10-14,NO1,54400535.633
3831,2022-10-14,NO2,107986008.773
3832,2022-10-14,NO3,77984634.15
3833,2022-10-14,NO4,82474387.035
3834,2022-10-14,NO5,89071770.477
3835,2022-10-15,NO1,45992519.594
3836,2022-10-15,NO2,71750534.164
3837,2022-10-15,NO3,80479762.748
3838,2022-10-15,NO4,85480948.522
3839,2022-10-15,NO5,59301212.094
3840,2022-10-16,NO1,45092865.284
3841,2022-10-16,NO2,84794416.915
3842,2022-10-16,NO3,70585528.331
3843,2022-10-16,NO4,83443692.366
3844,2022-10-16,NO5,44583067.604
3845,2022-10-17,NO1,52030058.154
3846,2022-10-17,NO2,102378923.006
3847,2022-10-17,NO3,69520190.056
3848,2022-10-17,NO4,88355075.931
3849,2022-10-17,NO5,55796843.995
3850,2022-10-18,NO1,55707129.833
3851,2022-10-18,NO2,118896605.727
3852,2022-10-18,NO3,74305416.50999999
